Population,Distance,AgricA,Asphalt,Churches,Schools,Tractors,MAge,Water,Cows
955,32,10078.383,16,8.2415444,32.71709,22.978747,30.565075,49.837528,134
453,28,6846.7209,12,7.5808929,36.993917,21.696742,30.637468,36.61389,36
2083,27,8883.0338,14,6.2983406,25.558891,23.06587,28.401867,50.376189,283
2702,34,7908.0651,25,8.2555831,21.345997,21.289217,29.247577,66.423419,360
1956,33,2269.6117,16,9.4909944,17.932386,17.04092,29.05061,59.826897,93
1513,28,6711.2113,7,10.460294,22.639995,21.720793,31.62986,47.220867,177
852,38,6681.5067,5,10.944301,18.680192,19.451037,30.920953,58.656249,127
913,34,12364.472,18,8.688979,28.670377,23.909469,33.152242,52.000985,216
2483,34,9168.5345,21,7.7442002,28.002678,22.254277,29.822781,63.638964,398
2405,29,9727.4226,16,7.1727468,26.841076,23.279534,32.570981,55.607979,381
998,35,9350.6596,9,9.8248433,24.739058,22.018271,31.662799,55.316291,167
2076,36,7814.8501,19,9.920334,24.738221,20.962079,32.149291,64.497717,272
1575,35,5881.1421,14,8.0076802,26.661209,19.803077,31.482359,59.290373,133
1147,36,6713.9258,13,6.964472,39.132645,20.195413,30.484818,57.212982,113
867,31,7506.9096,20,8.183692,23.055239,21.721188,32.393126,46.423662,110
1630,34,5805.7378,19,8.6561174,25.212617,19.864093,34.254846,58.924807,113
420,40,3458.9318,12,10.348306,26.297635,15.611617,31.757634,56.686884,38
512,39,6826.707,9,7.7762927,40.066539,19.431768,33.851264,55.13084,70
3342,38,5000.3204,27,7.7646898,22.658429,18.022628,29.444045,76.049436,306
1356,36,5638.5977,17,8.8976539,26.763029,19.238148,32.283133,59.860036,115
4106,37,7960.9122,27,16.167392,12.888368,20.647159,30.759166,78.306256,740
1235,38,7369.7367,25,8.3955968,33.3104,20.052209,31.716952,61.96391,130
1540,35,7571.7848,19,8.4844318,33.595826,21.051261,32.571713,58.773905,146
2185,39,6795.0069,15,9.1571837,34.42702,19.141213,31.646492,71.546361,239
1280,32,6334.4261,9,9.0016863,21.39431,20.713842,32.238725,52.58841,126
1052,34,7969.8113,12,7.7646705,34.100617,21.500919,28.329705,53.002521,108
2692,37,5103.5021,24,9.2912083,23.100075,18.391645,28.92907,71.168105,201
846,34,3541.1242,11,7.336583,42.688713,18.155644,34.045185,50.775671,40
2077,32,8181.9159,22,7.6447206,35.764883,21.904164,30.182796,58.847304,265
1059,38,8187.2224,13,8.3396153,31.811756,20.746733,32.496347,59.684373,135
2019,36,8263.9728,18,11.179702,22.422334,21.21518,28.86012,64.459414,287
2115,35,7214.7396,23,7.4302187,26.007359,20.684327,28.330801,63.791754,257
868,35,4341.4786,6,7.4997575,30.698123,18.56737,32.040966,52.771176,57
1834,36,6531.1722,15,8.3354472,25.43143,19.91299,30.458934,63.688803,161
2289,37,8297.2793,23,8.2300479,28.151586,21.084294,33.681598,67.298903,307
749,40,3576.3925,14,7.3577003,33.834023,15.937639,30.630067,60.457186,57
1691,34,4382.5392,16,6.991018,28.401764,18.775262,29.69938,59.053238,99
1381,36,3329.9098,23,8.6333408,26.516981,17.338828,31.265673,59.324177,76
663,35,6261.7435,16,7.802072,30.504403,19.951414,34.078647,51.362243,76
1213,40,7077.3879,17,9.8257876,22.856346,19.282277,30.627063,64.786698,104
1292,36,6541.1518,12,7.8537851,30.715351,20.095391,30.033936,58.332855,123
733,28,7547.1707,14,7.9138569,35.7015,22.133701,33.436675,40.64167,56
375,38,5364.4792,16,7.0075008,38.031403,18.522586,31.604446,51.207893,55
825,31,5999.4957,12,7.1534839,28.571707,20.709208,32.595434,46.080706,68
1404,40,8586.0007,17,9.2371195,25.744474,20.245986,29.348523,67.442027,191
454,32,5627.5841,15,8.4476235,38.691948,20.226785,31.944346,42.803112,43
2517,29,6133.4418,12,7.5039391,26.854722,21.074095,26.563496,57.112396,247
1003,36,6892.8565,14,8.1725592,31.506426,20.118234,33.286232,57.194806,88
342,33,5707.2913,11,8.2157282,38.058394,20.133437,33.024893,41.893751,39
1492,34,9054.668,19,8.2328329,27.722291,22.183399,32.224751,56.800676,182
2751,24,9914.695,23,9.6851881,24.391832,23.864979,29.269391,50.255836,440
1448,29,11034.161,12,7.1753148,42.097438,23.9147,29.701735,49.078334,209
1531,37,6937.0219,16,10.73589,25.855363,19.864504,29.828756,63.599582,161
1389,36,6855.7445,11,6.4523165,23.63588,20.320004,29.477445,59.192888,166
1540,33,6102.2539,16,7.729452,21.603685,20.266609,32.829739,56.94806,142
2146,34,9431.9287,16,8.1094776,29.288891,22.298723,28.884786,62.487714,369
1547,40,7826.2352,15,9.5852722,26.876776,19.937131,28.002943,67.156676,169
2030,32,7863.2449,14,9.1255919,30.643515,21.737741,31.522085,58.242343,257
1813,30,4634.2612,22,9.8087411,26.093375,19.82347,33.731526,53.99737,118
1508,29,2913.3668,21,9.9132135,26.624219,18.683227,30.495217,49.681523,61
1625,33,6325.2898,15,9.2941985,32.217657,20.600914,31.064609,56.283107,138
785,36,6698.7135,12,8.4555623,36.678643,20.052516,31.098264,54.354847,70
806,31,6117.1565,16,7.848565,37.628229,20.70836,30.977028,46.587242,66
1399,35,7342.2985,14,6.5726703,48.372055,20.899587,28.645061,57.599761,119
1685,35,8592.7513,18,9.815365,25.536857,21.577531,31.623515,60.969932,224
833,38,8096.7462,9,8.055562,41.140479,20.471709,32.583019,58.704839,87
2082,35,6596.5219,21,7.2882381,22.173436,20.297769,30.61399,63.194267,218
1491,32,6121.6697,5,8.3833695,28.440781,20.52271,30.066466,54.707032,133
4242,35,6463.828,27,10.766655,19.441716,20.089218,28.010894,75.596275,589
1731,34,6370.738,20,9.7220132,23.950745,20.235504,25.861597,60.031805,142
626,38,4071.5296,11,8.0638367,23.41141,17.197029,32.789887,55.763247,63
1709,37,6043.9398,24,7.6784913,33.193889,19.205541,30.494807,64.703165,132
1806,32,5161.087,9,9.7765052,23.827831,19.908419,29.347926,56.417024,147
1058,34,4643.8828,18,8.4164923,31.545091,19.090547,30.121854,53.056728,55
1589,32,6219.7642,14,9.179717,21.380651,20.598598,27.141787,55.431852,141
1004,33,3480.36,22,8.0550086,31.05951,18.274691,29.468266,51.398351,58
1424,34,1223.168,15,8.2192778,31.044024,15.649683,29.605983,57.298404,58
1738,36,6102.9846,18,6.7481429,26.534777,19.575722,28.330198,63.045618,145
2445,35,5914.3971,23,11.564746,17.152095,19.688878,32.687531,66.14388,282
2044,30,7991.4321,21,9.3497449,30.908882,22.134184,31.684788,55.247273,216
208,41,6296.0182,12,6.8688899,23.117422,18.053948,32.215614,53.8295,68
1629,33,4233.571,15,7.5380764,40.150265,18.888358,29.254353,57.075585,88
2095,38,8182.5496,18,8.9241114,26.700752,20.632587,31.054409,68.488504,269
1403,34,3303.1591,21,9.428283,27.45109,17.95421,27.982655,56.019571,63
2124,33,7881.5083,13,8.6884463,21.926634,21.648625,30.859196,59.773335,309
2048,35,8288.7604,20,8.8857438,23.87204,21.448746,32.617771,63.029695,280
2561,38,7682.2911,19,9.5849728,25.769894,20.27934,29.581843,71.358324,349
2485,31,8545.9349,19,10.05038,18.421953,22.351511,25.880942,59.238275,412
2218,30,8306.1334,17,10.790605,21.728197,22.358178,32.301392,56.004242,324
480,32,7025.5767,10,8.8337321,35.904101,21.162312,34.160379,43.579411,37
781,35,7334.4343,12,7.7431711,32.45815,20.688957,32.287785,53.100412,82
1967,34,5608.2867,13,8.6604869,31.221652,19.729199,31.778647,61.258987,177
789,34,5633.7055,10,8.0757684,27.682131,19.674761,29.413128,51.549591,78
999,34,6925.4789,8,7.8684694,47.688239,20.818701,30.077989,52.375559,62
1968,35,7789.0892,19,6.8926671,24.162869,21.018245,29.230861,63.243157,252
1423,38,9282.2455,18,7.2583374,36.242905,21.470772,32.318324,62.959458,206
2319,41,2748.2794,11,15.000377,21.784933,14.272944,30.484509,75.5498,124
610,38,6424.5121,18,7.5585707,47.496642,19.191559,32.152674,56.057317,62
1789,32,6547.8344,14,10.243669,22.919258,20.948921,29.933382,55.929756,187
488,28,5159.2579,4,8.9247652,30.565883,20.724445,34.315354,35.590625,44
566,32,5781.3354,12,7.7029593,33.222443,20.440716,33.0294,43.717062,60
1636,33,7631.3567,12,8.0927138,28.320639,21.38885,27.595174,57.146875,167
1307,34,7135.1427,14,8.7633268,28.330623,20.971915,29.400459,55.179092,126
710,35,5596.0181,10,9.9049392,22.662765,19.476291,30.077973,51.705668,87
1201,39,1800.8434,11,9.8473507,21.627671,14.275783,31.253992,63.559629,53
1014,38,5471.3076,10,6.5164099,28.900594,18.647956,28.729727,59.279887,60
832,31,5904.372,9,8.9661975,31.561538,20.566029,31.280115,46.82408,51
1599,35,5689.5071,17,7.1748163,38.370377,19.486716,30.635291,60.557152,128
546,32,5166.9011,8,9.1115886,30.443029,19.973495,33.116111,43.553199,52
1651,37,7414.3357,19,9.180955,24.694919,20.273266,32.383195,64.195968,192
353,36,6878.5391,12,8.3173645,30.715719,20.093649,32.766494,48.651672,41
1831,37,6869.3418,17,8.2626792,26.174795,20.067919,33.368962,64.282222,189
1676,30,8750.3117,14,6.704797,29.278238,22.662606,29.811995,51.624192,213
2033,38,7630.2329,21,9.8553458,19.404931,20.179878,31.000264,68.412343,253
948,35,4177.0686,15,8.5549969,35.996618,18.462435,27.01586,53.397302,31
1963,38,4470.0807,17,6.9429572,24.805314,17.557015,33.007999,67.873704,136
739,34,3253.417,13,8.858028,32.159083,17.712211,31.973934,50.582192,49
2163,34,8958.1962,24,8.5531311,29.534834,21.978112,30.600797,62.913523,300
325,34,4642.5501,7,7.7478083,30.722966,19.003466,32.339874,43.675292,23
1628,38,6771.8299,17,8.7622958,32.476097,19.646437,29.938564,64.874075,146
924,36,5336.2919,21,7.7921038,28.423417,19.106828,30.621901,55.136087,85
901,34,6016.0523,9,7.1843043,33.100721,20.118754,32.750779,51.71819,68
1524,33,6057.2569,9,7.6652013,34.522215,20.432972,29.804412,55.31219,110
1171,29,8142.0421,18,8.2078721,33.929087,22.46273,31.452419,45.623501,123
2230,32,6794.0952,13,9.7440488,21.731575,20.971357,30.830996,60.17054,270
1330,38,7748.5028,15,8.1531888,36.812285,20.281621,32.286449,63.087265,140
2271,38,5655.1335,19,12.399698,21.662772,18.81694,31.057093,68.885507,200
1081,29,6053.5139,20,9.3110929,29.816532,21.051393,29.072906,45.95653,74
1460,39,8691.6223,16,9.4549142,37.050088,20.692813,30.60403,65.737976,167
1721,39,7857.9218,12,10.888729,32.092,20.097573,27.991177,67.69357,222
2371,36,6401.4759,14,7.6994175,19.128094,19.830223,28.530836,67.140017,266
1910,32,7180.8876,15,7.9052398,26.387773,21.371287,27.685505,56.791564,198
1204,37,5836.9431,18,7.2759996,44.480893,19.153643,31.115785,59.968974,100
597,38,3970.0731,13,9.866656,31.175761,16.982727,30.441219,55.896463,57
952,35,8674.8353,17,8.201414,39.236997,21.564287,32.036715,55.110195,102
1666,32,5411.5218,12,10.795117,24.618062,20.177499,30.032403,54.741334,152
777,39,9120.4323,13,8.0038385,40.4737,20.899862,31.537317,59.874933,120
1634,33,8920.8797,13,7.6170243,29.2836,22.255467,31.394877,56.530465,215
2362,38,4218.1924,18,8.3401088,28.081144,17.217487,28.005665,70.894914,142
1597,30,7700.9134,10,8.2618588,27.291054,21.971114,30.091823,51.846046,178
1534,37,6224.3581,21,8.2562852,26.773805,19.394198,29.53913,63.127921,138
1727,37,6291.0701,9,7.8580714,32.648953,19.549254,28.864625,64.000355,142
2470,33,7035.0881,20,8.3228269,29.365712,20.998116,27.202581,62.776897,310
2709,36,9134.43,23,7.6252022,26.670067,21.796206,29.106035,68.577426,459
763,31,5601.9273,12,8.3906596,37.906858,20.347114,30.348289,46.036872,39
1565,32,10412.693,12,8.6457039,29.908469,23.175947,30.387345,55.145929,270
1882,28,4217.2787,7,8.5563784,23.960319,19.950956,27.471433,50.633087,90
1221,35,7008.8509,8,8.5051527,25.62207,20.597338,32.388295,56.574954,126
3933,38,10014.561,30,11.53922,15.666299,21.73522,25.813001,79.282034,628
2122,28,9340.6817,20,9.7668671,20.45994,23.182195,29.063512,52.38914,307
857,36,5162.3012,16,8.7489047,32.713626,18.953805,29.973598,54.473636,68
2081,36,6583.0461,21,9.8762287,20.794188,19.978852,32.028245,65.219032,207
1980,33,6878.8324,12,7.7024762,32.533829,20.999264,33.028443,58.747335,222
2034,26,7454.7802,13,7.2130882,34.375385,22.376391,32.097718,48.517242,227
458,26,5084.8021,13,7.3390182,34.062111,20.836814,34.210987,33.201661,25
2803,37,5855.4327,21,10.063011,23.748722,19.218089,29.519488,70.769942,275
497,37,8008.0282,6,9.7794612,29.005535,20.650961,32.105334,52.849825,102
2364,38,7600.4314,18,9.8864331,29.242751,20.241235,26.704333,70.041678,290
720,32,4425.9117,10,7.1168641,37.088489,19.422528,31.769096,45.767816,57
1710,39,6853.9302,23,7.2329755,26.507825,19.482998,30.261494,66.755651,169
2225,38,6846.0583,22,9.7870934,30.257658,19.760991,24.602359,68.666751,211
2087,35,10028.525,19,9.3673523,23.221071,22.560885,31.027843,62.827016,381
1436,33,5096.333,13,9.8144123,27.904436,19.637513,29.397156,55.178488,100
816,37,6751.0062,15,9.120837,30.434599,19.782685,32.247612,56.637799,85
1327,37,5593.1854,10,10.330804,25.725812,18.985919,29.982106,60.854746,99
884,35,5688.348,13,8.4308529,31.837152,19.624854,33.177453,53.220504,79
476,35,6828.5166,5,7.6656783,30.8073,20.500127,30.003571,47.746747,56
829,35,5143.8457,16,4.7672006,31.528436,19.014528,30.642705,53.710588,83
1882,29,6568.8335,18,7.615579,29.291342,21.442272,28.545863,52.104433,179
1852,34,3362.143,20,7.2785656,42.631243,17.801155,28.857128,60.656003,102
1120,33,4785.9673,16,6.9656327,29.350544,19.431653,29.211822,52.112322,82
1455,33,7634.3846,14,7.9706374,27.428514,21.372125,27.219082,55.872169,158
1770,36,7718.3272,16,8.0406408,27.911957,20.922018,30.742078,62.188495,211
1560,39,10081.595,21,8.5955873,33.14836,21.674082,33.591067,66.143152,255
1607,33,4298.5874,9,8.1370796,30.523359,19.093454,30.158402,55.896924,90
3420,39,6825.4145,27,13.591713,21.12086,19.257342,30.87624,78.041041,439
284,33,6446.0331,17,8.6874918,33.488969,20.542862,31.398701,41.57901,45
1672,32,5519.8967,22,8.3247399,23.742262,20.123042,28.471688,55.836786,133
1632,32,8911.4267,22,8.0918669,24.95313,22.452008,30.431266,54.555607,202
1947,35,5231.9589,14,8.6681731,32.091474,19.288331,29.851848,62.051935,161
1015,35,6213.8098,9,8.3621848,30.343689,20.070149,30.860022,54.282275,100
2152,28,8188.6205,14,9.0980486,27.959289,22.61898,31.150261,51.696789,271
1539,36,7730.2022,14,9.3704205,28.318275,20.814102,29.445278,61.259757,163
2115,27,6993.0526,19,7.5975578,26.676015,21.98902,29.407856,50.546661,205
2223,36,4773.4092,17,9.351315,26.517071,18.453437,26.856748,66.501415,139
2577,30,8114.1717,22,9.0649446,27.809112,22.204613,25.724201,58.684,356
1361,33,8044.2244,17,7.3987849,26.672616,21.618879,31.018432,55.231682,157
2572,37,7534.362,18,8.4817795,29.022822,20.3779,28.912638,70.170918,359
1583,41,7160.8147,24,8.6920807,28.848313,18.896781,31.155461,70.043698,144
571,35,5733.1899,13,5.3090348,35.81204,19.693849,30.711767,49.141837,59
1300,31,9459.1497,19,7.5806007,31.152497,22.798137,26.473901,51.448344,157
1062,36,6082.9954,16,8.1584174,41.111376,19.670281,29.876859,56.724653,86
452,35,6315.3968,7,6.1306834,42.541473,20.159147,31.938087,47.127251,48
1118,35,5578.4214,20,8.1670755,31.340021,19.574427,28.440766,55.358793,72
994,37,4793.0557,11,8.4690102,27.187024,18.19662,29.994501,58.34531,53
1999,32,10464.343,19,7.7675308,29.448704,23.280786,31.273497,57.490324,315
1672,32,6590.9043,14,7.4079561,20.688254,20.921659,31.346732,55.541481,172
2147,35,8093.6774,20,8.6120771,29.858169,21.207838,27.664782,64.541981,281
1628,38,3642.3603,14,10.67503,22.215975,16.772933,28.39508,65.366956,72
1303,32,5338.6024,19,9.3266018,29.647379,20.128354,31.662051,51.740753,67
1343,32,3923.6694,10,8.2086747,26.974928,19.017799,30.990474,52.121479,99
1632,35,6439.6258,19,8.6446867,34.549926,20.034422,29.628367,60.985815,129
2419,38,7178.8575,17,10.045805,24.174556,19.823458,31.69452,70.972807,268
2076,35,6366.4881,16,8.2033533,29.186098,20.054555,29.155698,63.650388,204
604,37,4907.4779,16,9.1840624,31.185643,18.226847,31.963099,54.231415,53
1500,37,6133.86,16,8.8767554,31.513026,19.512244,31.650657,61.752973,113
1249,31,6479.4879,18,8.4799784,26.291614,20.987877,33.268277,50.832388,109
1868,32,5418.1411,21,6.1169692,25.117349,20.186405,30.86582,56.195561,163
1196,34,4442.0338,15,10.127851,29.061784,18.739255,32.940008,55.511311,67
2388,33,8219.7928,19,11.712198,18.771937,21.71071,28.143922,62.762357,362
1279,34,4885.3309,20,8.4538073,34.929135,19.258167,33.716355,55.290112,78
555,37,8633.1126,14,7.9382231,29.902413,21.279276,29.875101,52.290697,87
2653,34,6634.1506,23,9.5446688,18.958431,20.468853,29.325376,65.752064,320
1756,36,6726.4607,16,8.7824138,35.09458,20.150132,32.290127,62.546723,172
1862,33,5650.9856,16,9.4175731,31.871964,20.143723,29.863523,57.81395,147
947,32,5546.1948,9,9.0388311,24.952375,20.190737,32.588058,49.049553,85
2102,36,7144.4082,20,9.6793109,28.091979,20.507178,29.365884,64.586299,233
294,35,2887.3995,11,8.3612485,43.47306,17.155864,29.683747,44.596976,32
2352,35,7079.848,22,10.126416,25.466664,20.684433,27.747417,64.64573,256
1407,34,6998.9417,8,9.1280866,30.164839,20.702079,31.741459,57.374825,159
495,35,5044.6649,13,6.8477355,28.025806,19.126222,34.669005,48.141277,53
662,30,5335.7131,9,10.029229,26.761713,20.46867,31.368426,42.006348,62
1567,35,4488.9369,18,7.4736434,32.312685,18.449954,32.662661,60.551401,115
1578,29,7402.6663,24,8.2157259,30.721434,21.936184,29.695694,50.130735,133
773,34,6488.2463,11,7.1240475,41.881241,20.513299,32.761263,49.897555,65
1095,34,5813.659,12,8.081591,31.411889,19.989024,30.737017,53.544314,101
2658,33,4565.8748,19,7.0620728,23.390455,19.265715,28.945505,63.229144,216
1089,29,2297.6687,10,7.3600597,29.035729,18.113476,29.452073,46.190118,42
1433,36,6448.4916,18,9.8341954,20.841123,19.800308,30.210547,60.94969,149
2069,35,9336.6096,18,10.481084,22.763973,22.054129,28.420845,63.56237,345
2160,29,7493.9429,17,9.7445469,27.207613,21.968594,27.648159,54.59695,253
1513,34,6783.845,18,7.5928809,28.778841,20.519897,33.379946,58.453849,155
494,37,6650.9668,20,8.744263,29.046022,19.671618,32.721266,52.657875,72
483,34,4161.4521,10,9.4776255,29.17563,18.696216,32.39801,45.97563,72
1746,29,8270.5883,22,8.0147082,30.745858,22.429151,30.042552,51.691342,188
921,32,5000.8812,13,7.7906177,42.528478,19.795136,31.51493,48.67143,72
1862,33,7398.3677,21,7.8170717,24.289431,21.315794,29.525726,58.15686,209
591,35,3823.7386,14,7.0249183,41.292358,18.113155,30.178429,49.355537,40
1772,32,6493.3973,12,10.854335,22.3885,20.823444,28.765157,56.54925,186
1918,33,8294.7603,22,6.5433719,26.402644,21.888381,30.584388,58.520734,253
1706,36,5956.0564,19,7.6693909,33.44623,19.559122,30.557108,62.205625,127
769,34,4889.3516,13,8.2272969,31.316979,19.316886,31.229371,49.767232,50
1164,38,6949.1841,27,6.5638938,26.941725,19.852178,30.702968,60.638374,117
1757,34,5278.4125,17,9.0393186,32.108214,19.451331,31.468793,59.900499,118
505,33,8388.9427,17,7.356114,44.811828,21.940444,32.212104,44.812062,65
942,33,7231.0333,15,8.0121809,41.451643,21.238542,32.586553,50.041999,65
736,34,3662.2726,13,8.1401323,29.454061,18.036155,31.267745,50.84474,66
2260,36,5670.7125,18,10.480854,23.926803,19.256587,28.002449,66.448561,184
3014,34,5088.6852,27,9.3052725,23.156737,19.389037,30.170939,67.202628,263
1988,35,6596.6433,20,7.739364,25.485255,20.16396,28.685455,63.464818,196
915,36,3675.5152,9,7.4554535,30.336083,17.619558,29.163727,55.221455,46
1584,32,7064.9543,20,10.451151,22.581164,21.150172,29.346841,55.623948,144
1248,35,7628.8953,10,8.8092668,31.458406,21.071374,31.164009,56.476697,146
855,37,8735.3303,13,8.1258789,33.941812,21.251205,32.402451,56.698759,112
1678,29,9483.9159,12,7.9653677,32.01943,23.147311,31.537152,50.638753,239
1491,34,7151.8596,12,8.3317215,28.331622,20.80296,30.583631,58.098486,156
708,35,5938.1818,15,7.4236127,33.624874,19.765321,29.058773,51.541378,56
953,41,4852.9323,15,10.697419,27.331587,16.844903,30.832429,64.329691,58
1211,38,8561.103,21,8.2234547,38.48041,21.020615,30.199258,60.979019,145
1940,32,9058.6175,23,6.7906331,31.994603,22.49742,30.103782,57.209597,259
653,37,4387.3964,16,7.2056145,24.832716,17.868568,29.540077,54.302089,65
1005,34,6149.5458,11,9.2700947,29.89884,20.132555,33.785222,53.410699,91
1077,28,4610.6244,14,7.3613939,41.375198,20.233968,31.760114,43.983553,48
2242,35,6008.9393,21,8.498341,25.724104,19.760797,27.48808,64.883921,185
3051,33,5293.7436,17,9.8258826,23.697373,19.677329,30.503802,66.557637,344
2687,36,8053.0665,21,6.9721412,22.659925,21.044153,25.220647,68.833118,406
2174,26,7669.2767,12,8.046817,28.558046,22.477601,30.404366,49.786487,264
1662,33,8011.9346,17,8.9439662,29.557782,21.728835,34.040382,56.51302,182
1461,35,2635.2472,13,6.8606172,20.37521,16.929478,33.525688,58.604152,68
542,25,6786.698,4,7.7010214,36.082183,22.098491,30.781901,32.369385,16
1118,36,5657.6987,15,7.8059073,34.579477,19.306864,32.576647,57.427025,83
1393,33,8541.6518,17,6.9965327,29.506111,21.970962,30.301604,55.12313,173
1583,36,4206.0457,14,7.2794592,27.435707,18.193211,30.352307,60.72129,108
772,32,4649.1192,13,9.8317545,31.036947,19.566697,31.661694,46.644338,67
964,36,7762.7186,20,7.6011629,26.590026,20.93555,30.920072,55.447397,110
1856,36,7662.5428,20,9.532445,26.963822,20.879144,30.732906,62.83685,203
681,34,6743.0875,10,8.9912613,30.363447,20.622387,30.311883,49.31262,54
899,33,9331.9602,9,9.1479404,34.85104,22.452989,30.41384,50.329868,120
1617,32,5241.9287,12,7.5288697,28.597536,19.936423,28.830752,55.254662,105
2801,37,5514.3652,22,7.8777598,27.101497,18.783356,30.218712,71.591257,280
749,33,9060.1468,8,6.0781999,37.664627,22.219566,33.315749,49.31444,102
1914,35,7766.1555,19,7.0234782,30.737548,21.043809,33.548864,62.570974,229
887,33,3274.3647,15,7.6163601,32.172067,17.978383,32.496422,50.843241,58
1187,34,4096.4424,19,9.1942532,26.342611,18.641216,31.236951,54.216716,59
1002,33,7954.2898,14,9.1922372,27.395586,21.573445,31.409829,51.806557,133
2513,37,5583.2852,22,8.5946975,23.904296,18.934597,31.842797,69.419087,222
2124,39,7992.7826,24,9.3471465,20.74716,20.339034,31.782699,69.642336,289
330,35,5735.6043,16,7.2376207,26.715178,19.483816,31.564608,46.429908,49
1155,35,3863.1507,13,10.473355,22.861711,18.026096,33.318372,56.336606,81
1852,33,6047.3693,17,8.5804225,33.29241,20.401337,27.295086,57.981262,148
518,38,5078.8627,17,7.1681506,50.767867,18.124587,31.304266,54.33884,59
1260,32,3299.8662,17,9.7809839,26.895535,18.440618,30.325843,51.726704,86
1113,37,4029.7195,10,8.5941553,30.007437,17.694635,28.905766,58.504608,48
1801,30,6303.659,17,10.061879,30.846074,21.084542,32.886436,53.327572,151
846,36,4748.8092,17,8.4924952,32.481445,18.381653,29.709896,55.598017,68
1468,37,7033.6489,17,9.5281855,32.941965,20.19876,28.354865,61.490034,126
1052,36,6974.3781,16,9.4391978,31.500747,20.195048,30.538092,57.568169,84
578,35,4569.2289,5,11.651633,28.363115,18.62079,31.757079,50.034605,76
1140,36,5671.7448,17,5.5532305,41.798083,19.237704,30.727032,58.115134,79
1092,37,4598.3747,21,7.2586469,31.626799,18.020885,32.773574,59.303444,83
1202,37,4531.3929,14,10.349985,28.322101,18.149851,31.505907,59.338167,76
1195,37,8253.6142,8,9.5761784,33.995432,20.879361,31.06066,60.382234,148
506,39,5271.6981,7,7.143824,44.837875,18.039924,31.773869,55.430566,49
2349,37,6962.9919,21,4.9687674,22.93434,20.002526,28.773981,68.545844,280
1317,33,9513.1857,21,10.245334,26.507085,22.605194,32.809511,53.881346,185
921,34,3841.6409,22,8.3543063,27.971287,18.199883,30.745543,52.926077,75
1572,37,8393.0712,14,13.524065,18.502623,21.043623,27.088783,63.042522,279
1129,34,5735.181,20,9.0658928,33.261599,19.805097,31.059099,54.733578,75
1457,40,3072.7771,19,7.6000056,30.31374,15.331879,31.13615,67.315761,78
442,38,8121.7775,13,6.4829411,36.74104,20.623613,33.418453,52.672291,77
2967,34,6446.1916,16,10.431858,23.443405,20.440795,26.779012,66.76679,399
1663,42,6214.9926,12,9.6161885,31.727423,17.72714,33.101502,72.116297,137
1995,37,4980.0712,19,8.1691989,29.086248,18.416952,29.246047,66.143752,158
2870,35,3131.6341,25,6.5059346,28.783376,17.48314,27.299649,67.58754,196
342,37,8175.5793,8,8.6975935,31.81926,20.962232,29.056561,48.781246,73
918,33,3948.722,8,8.9340527,30.323581,18.69135,30.336794,50.429407,49
1542,36,9619.2025,10,7.3315297,39.636547,22.06021,28.221603,61.085681,184
1830,35,7171.0072,12,7.2946547,36.228106,20.594559,32.596519,62.25,211
1032,39,5438.3035,9,6.8783707,35.167962,18.274526,30.158415,61.219159,65
1639,38,3423.4623,10,11.577382,30.08614,16.75729,31.306623,64.549393,95
663,23,8519.1465,12,9.0770874,33.63457,23.273977,30.987773,30.661666,51
1272,28,6330.6923,22,7.4136282,40.774137,21.487586,32.29388,45.054557,86
1195,36,2404.8731,17,8.9706257,25.452426,16.457263,28.388045,57.48962,62
2217,33,6914.6336,16,7.3959809,24.611415,20.987584,32.991165,60.618636,248
1044,37,6128.9136,17,7.5406435,34.157139,19.453564,31.879072,58.093976,102
829,37,8497.051,13,7.1602638,33.480996,21.179274,34.793627,55.799771,138
834,36,4415.2952,18,6.6859152,36.165918,18.222915,32.908371,54.72563,73
1623,31,7333.1472,18,8.3047858,36.234571,21.547621,29.618848,53.963335,148
916,35,4741.3862,17,8.1585481,38.30376,18.84547,29.391842,53.660995,58
2875,36,6394.419,22,8.8137274,24.408516,19.883564,26.904715,69.734849,331
1870,30,8090.5746,19,8.0261998,26.463018,22.284682,30.576112,53.039982,190
1657,35,5239.3711,22,8.6276218,24.458891,19.087276,30.525393,61.224991,119
1299,34,5308.5571,7,8.2854698,24.401065,19.514081,32.375158,55.999149,111
1653,37,8774.331,11,8.5799539,30.622705,21.277704,32.062273,63.797846,232
2600,31,5929.9602,19,10.696224,21.316581,20.737969,27.113143,59.419657,293
294,33,6291.4312,16,7.8216341,33.174865,20.591632,32.159707,40.526414,25
2548,31,10117.142,16,8.8632764,26.486673,23.215773,27.677188,59.707297,474
1144,33,4961.8206,17,7.7826364,32.917376,19.412558,33.145357,53.438182,85
1410,32,10665.357,15,8.4813821,29.04597,23.280045,28.886088,54.202403,216
2149,34,8705.4834,18,8.700515,26.242165,21.850972,30.907228,62.589334,320
1877,34,8098.9384,19,10.381173,26.861342,21.564586,32.694933,59.95952,237
495,32,6121.3963,11,7.7261783,32.949159,20.656351,33.320595,42.858163,47
540,35,5517.433,5,7.8188469,34.983087,19.487696,30.927641,48.938266,31
1869,36,2515.0569,15,8.4809104,29.485617,16.565379,31.055289,62.867468,91
824,30,5655.3738,12,7.9736818,26.520289,20.733866,32.891479,43.648232,65
