request method,input size,response code,duration
3,752,205,356
0,968,504,401
0,440,509,258
1,521,406,129
1,567,106,322
3,543,403,866
3,539,103,401
3,621,306,382
0,445,509,317
0,565,504,250
3,297,302,1049
0,74,108,605
3,365,309,623
1,596,106,144
2,796,103,502
3,936,106,445
2,709,103,498
1,397,409,562
1,765,507,291
0,853,106,870
0,57,102,593
3,214,308,1050
3,606,309,428
1,567,109,321
3,225,304,978
1,404,209,397
3,328,309,607
0,865,105,900
1,901,403,685
2,1052,102,245
0,880,102,920
1,253,104,811
2,558,501,447
3,104,409,628
3,522,102,375
3,310,305,619
3,205,408,197
3,747,505,793
2,523,204,332
3,361,300,700
3,737,408,795
3,617,402,839
1,931,408,747
3,821,508,765
3,110,402,628
2,558,508,919
3,778,209,379
1,241,102,800
2,542,509,513
1,224,108,801
0,575,509,186
1,876,400,693
1,588,102,130
0,235,501,699
3,303,303,994
3,730,203,380
0,249,508,648
1,713,508,230
1,345,407,546
3,152,401,164
3,682,404,765
0,852,103,859
1,693,508,258
3,572,305,479
1,374,108,655
1,590,106,140
3,233,306,1000
3,366,302,676
0,971,505,443
0,445,505,277
3,24,401,703
1,383,400,572
2,511,206,309
2,742,108,472
2,805,103,454
3,555,104,390
3,193,405,188
3,506,102,385
2,499,207,326
2,577,203,329
3,549,305,435
1,583,106,61
3,350,300,686
3,557,409,823
3,762,208,332
3,247,308,1016
3,357,304,709
0,839,109,876
3,151,409,198
3,361,303,717
1,701,506,247
2,614,509,892
1,402,201,332
0,249,102,500
1,405,208,419
3,973,105,454
3,540,403,888
1,633,102,317
2,788,106,479
3,165,408,150
0,977,501,456
3,576,309,474
3,693,407,248
0,585,505,188
3,649,405,253
3,830,502,761
3,766,202,401
3,215,401,165
3,578,100,414
0,1028,200,320
1,625,108,88
1,511,406,127
1,926,404,758
0,364,505,318
3,88,406,679
0,422,501,309
1,192,101,847
0,849,106,852
3,783,506,784
0,52,103,587
3,213,408,174
1,373,103,667
1,369,107,658
1,218,103,798
1,239,101,803
1,886,401,718
3,689,400,286
0,255,505,676
0,933,501,404
3,707,401,235
3,722,405,798
1,594,404,140
1,697,504,218
1,756,503,285
0,1102,202,381
1,616,103,244
3,950,102,490
3,598,303,398
0,1089,205,317
1,601,406,120
0,601,509,268
1,286,101,836
0,75,100,629
2,971,108,269
1,580,407,88
3,261,308,1008
1,607,108,252
3,637,400,312
2,557,500,887
0,923,501,461
3,42,407,719
1,412,407,531
1,339,400,564
1,200,106,794
3,248,308,1001
1,428,103,737
3,586,104,378
3,159,404,201
0,10,107,614
2,583,502,509
0,404,501,312
1,600,102,146
2,489,203,247
1,214,107,799
0,555,507,178
1,740,506,296
0,938,505,486
2,503,201,332
1,373,407,528
2,490,205,254
2,965,101,301
3,358,302,734
3,630,402,834
3,227,309,998
0,91,108,585
2,569,500,430
3,638,400,244
1,629,104,151
0,226,104,518
0,835,105,848
0,1038,207,387
1,771,502,251
1,336,207,378
0,258,100,516
3,130,400,152
3,585,104,412
3,758,408,729
1,406,107,712
3,803,209,345
0,1115,204,325
3,904,103,483
0,961,507,404
0,297,509,673
3,634,409,250
3,615,404,857
0,46,108,586
3,582,300,459
3,230,301,988
3,141,403,169
1,580,409,76
1,639,108,271
0,252,105,508
3,786,501,814
0,558,504,205
3,612,305,425
0,275,109,567
3,298,304,1014
3,691,401,786
3,594,303,400
2,781,109,478
0,517,505,236
1,327,201,323
0,269,105,480
1,921,401,760
0,854,106,875
3,586,104,448
0,26,107,635
2,733,104,434
3,744,505,800
3,626,409,881
1,611,100,250
2,528,206,252
1,348,406,536
3,301,306,769
2,554,507,509
1,931,409,722
2,558,209,240
3,231,306,1020
1,597,100,266
3,57,408,662
1,920,404,709
3,350,300,656
1,383,108,722
3,523,108,377
1,399,200,414
0,578,508,208
0,73,105,639
3,105,407,663
3,665,401,312
0,244,504,700
1,523,401,115
3,294,308,650
0,219,508,680
2,614,508,883
0,438,502,246
3,801,208,333
1,690,502,244
3,168,403,183
3,744,202,328
0,914,502,432
3,309,306,1062
3,537,106,420
0,424,500,287
3,745,205,395
1,558,409,56
0,277,507,699
1,731,501,253
0,34,107,616
3,715,401,776
3,953,102,428
3,289,304,662
0,946,509,486
2,967,100,300
3,294,303,621
3,534,107,400
2,769,107,483
3,740,402,784
3,785,508,778
2,997,102,262
3,811,202,411
3,756,407,720
2,1047,106,239
2,495,201,260
1,246,104,810
0,916,505,490
1,642,106,296
1,431,106,718
3,269,301,1050
3,741,201,373
0,545,508,199
1,543,403,126
3,809,202,335
1,347,406,507
3,155,407,156
1,225,100,804
0,404,504,238
0,878,104,877
1,285,102,831
3,555,406,849
0,541,508,188
2,784,105,429
1,381,103,670
1,399,201,330
1,278,105,825
1,398,409,491
3,105,404,648
3,609,301,421
0,10,108,618
0,211,505,683
3,734,506,795
0,1104,207,324
2,626,509,826
1,726,504,243
0,531,507,270
3,549,102,402
0,200,104,556
1,343,405,503
3,231,305,1076
3,668,408,274
3,339,305,727
2,751,102,501
3,254,307,1001
1,336,201,384
3,576,404,830
0,542,501,223
0,973,508,425
2,617,505,491
0,379,509,312
1,322,203,413
3,722,203,346
2,803,106,463
0,98,109,574
3,980,100,462
1,397,101,740
1,261,103,767
3,948,109,403
1,568,401,60
3,586,309,418
3,635,400,822
1,769,501,229
1,578,108,268
1,638,101,268
2,508,200,319
2,601,503,488
0,533,508,239
3,634,408,808
1,400,201,327
3,76,403,720
3,350,306,625
3,282,301,669
3,525,107,367
3,324,309,712
3,272,302,1001
3,573,103,387
1,344,409,542
0,378,503,317
0,429,507,252
3,936,107,492
1,407,100,721
2,1025,107,294
3,952,108,492
2,767,102,464
2,529,507,485
2,776,102,466
1,403,102,647
1,724,508,210
1,653,101,286
3,749,407,817
3,309,309,752
3,538,100,420
3,338,301,624
1,770,507,231
3,631,405,324
2,1006,104,237
2,714,109,473
3,652,409,313
0,236,502,649
3,597,303,428
3,273,309,1044
1,712,508,222
1,395,206,384
2,501,202,320
1,612,105,65
3,547,401,866
3,266,308,1066
3,757,202,354
0,253,101,508
1,249,100,817
1,222,100,787
3,184,401,149
1,404,401,575
0,1062,201,359
0,221,105,518
1,377,101,655
2,957,108,306
1,578,107,244
3,325,302,754
0,413,508,275
0,549,502,219
3,248,300,1058
3,571,100,447
0,971,504,480
1,957,409,734
3,335,301,723
0,974,504,420
3,281,307,738
3,887,105,426
3,84,407,706
3,346,306,702
3,347,304,660
1,422,101,648
2,487,200,248
2,620,501,471
1,764,509,223
3,695,404,236
1,605,108,328
0,64,105,579
3,885,104,483
2,567,206,271
1,953,401,742
3,747,507,831
1,865,405,713
0,1036,202,309
0,395,506,271
0,408,508,320
3,589,101,390
3,943,101,468
3,65,408,636
0,924,502,461
0,360,503,312
2,594,501,492
2,538,203,306
2,796,106,475
3,638,400,333
3,303,304,656
3,362,308,689
2,545,201,297
1,946,406,666
0,365,503,319
2,1037,101,249
1,577,106,69
2,979,103,320
1,616,105,279
0,380,503,247
1,524,407,133
2,602,507,486
2,537,505,459
1,339,407,525
3,333,304,702
3,716,408,235
0,405,507,262
3,558,409,878
3,749,406,726
3,262,307,1041
3,897,108,413
3,660,406,304
1,342,402,559
2,550,502,523
3,624,402,254
0,417,509,307
3,500,100,409
0,278,508,639
3,495,103,405
0,914,102,835
0,215,106,493
1,608,404,72
2,500,206,301
0,1085,202,347
1,387,107,717
1,287,109,826
1,573,104,306
1,583,405,63
3,592,103,438
3,586,408,808
1,368,404,534
3,796,205,407
0,929,507,469
3,543,400,799
0,915,109,845
3,41,408,696
0,1091,209,305
1,629,103,265
3,741,506,834
2,619,507,890
1,633,104,252
3,791,503,757
3,70,406,663
2,582,506,882
3,620,307,450
0,1099,204,375
3,602,304,430
2,609,507,438
0,366,504,317
1,410,401,510
1,402,407,482
1,318,401,477
0,241,104,523
1,599,107,90
3,893,100,473
3,960,106,438
1,610,107,300
0,866,100,831
0,581,509,181
1,892,401,713
1,282,109,780
0,836,105,869
0,209,503,704
3,129,405,182
3,801,204,375
1,262,109,850
3,244,307,1066
3,684,402,251
3,603,404,840
0,78,101,589
0,610,506,270
1,554,100,134
3,744,506,815
0,931,503,423
1,704,507,297
1,382,101,682
2,533,205,261
3,762,502,782
3,908,105,485
3,28,403,688
0,896,108,895
1,361,403,571
0,899,109,924
3,280,302,1077
0,874,104,906
1,386,404,508
0,859,107,844
0,992,501,437
1,629,101,261
0,287,505,646
1,378,406,515
3,659,406,254
1,322,204,327
0,411,505,326
0,1074,201,384
3,565,407,835
1,514,407,45
1,954,405,763
3,808,209,387
1,630,109,76
1,624,108,70
3,136,404,204
1,282,101,774
0,202,109,505
0,1030,202,367
1,398,106,697
2,574,509,920
1,394,205,374
1,511,409,126
3,801,500,817
3,590,304,407
2,769,107,481
0,444,502,239
3,632,304,412
2,793,102,434
0,898,107,846
3,782,501,793
3,623,400,887
0,1087,204,393
0,565,505,207
3,894,103,431
0,260,103,550
0,568,507,183
3,687,403,753
0,827,106,859
3,615,301,429
3,629,408,234
3,165,402,174
1,561,101,70
1,924,403,667
2,959,100,278
3,575,103,394
2,740,107,498
2,504,200,280
0,211,105,562
1,583,407,128
2,761,109,509
2,1000,105,282
2,726,105,522
3,770,508,759
0,184,106,542
0,870,102,887
1,389,105,695
3,885,105,438
3,674,406,298
1,395,109,647
1,291,107,778
2,600,501,504
0,184,100,567
1,629,103,123
3,773,509,771
3,167,400,219
1,576,108,127
2,515,207,260
2,787,108,428
2,558,502,437
3,213,405,151
0,1034,200,301
2,799,109,505
1,782,503,246
2,988,108,313
1,731,501,280
2,556,209,277
3,803,503,791
0,78,100,565
0,235,106,470
0,925,106,883
0,217,101,559
2,523,501,434
0,949,508,435
0,830,107,841
2,629,505,891
3,735,201,416
3,160,407,165
1,557,104,126
3,604,405,875
3,705,404,252
1,565,109,304
0,897,103,895
3,704,408,285
1,383,400,550
3,676,403,797
3,631,402,866
3,584,400,825
3,762,500,787
0,1047,204,307
0,196,106,531
1,395,105,686
3,214,402,162
1,247,100,810
3,52,406,644
1,570,101,71
2,730,106,505
3,296,308,630
3,143,403,146
3,550,308,438
1,522,406,70
0,954,500,498
1,633,101,90
3,505,101,444
3,507,107,377
1,605,107,304
1,777,507,243
1,342,203,418
2,982,102,260
3,70,409,711
2,516,206,332
1,393,208,414
1,954,408,684
3,575,302,435
0,553,504,193
1,881,408,683
2,543,202,280
1,709,500,216
3,132,409,168
3,359,300,735
0,1033,200,319
2,545,506,490
0,31,105,608
3,924,105,409
1,897,400,716
0,201,107,477
3,130,406,195
2,984,101,258
3,298,306,679
1,772,500,286
0,584,500,207
3,651,406,304
0,284,502,631
3,92,409,629
3,343,309,746
3,505,103,359
2,558,506,876
3,563,404,821
1,368,108,646
0,873,105,839
1,583,103,282
2,514,206,253
1,417,105,706
0,438,502,318
0,592,505,213
1,254,103,816
1,392,407,546
1,734,506,266
3,562,301,446
1,447,106,705
1,714,506,237
3,65,402,650
0,892,103,897
0,255,102,556
1,762,506,304
3,328,309,637
3,334,303,766
3,597,300,418
3,98,406,652
1,730,501,298
1,320,409,541
2,610,500,458
3,296,302,701
0,82,109,637
1,363,405,568
3,44,408,710
0,31,101,577
1,782,506,288
3,583,402,830
2,993,108,266
3,334,309,690
2,714,100,483
3,612,308,469
2,546,508,503
0,418,502,318
3,353,303,764
1,732,501,215
3,366,306,769
0,1091,209,324
1,713,506,246
0,990,503,475
1,214,107,830
1,548,407,132
3,943,103,493
3,546,406,840
3,776,506,815
2,742,109,488
2,543,509,841
3,65,408,713
1,691,505,234
3,776,501,808
0,79,105,556
3,548,404,885
2,713,106,521
0,223,108,509
3,598,402,823
0,404,509,291
2,491,200,244
0,217,508,635
3,630,402,806
1,193,104,798
2,799,108,449
0,965,505,494
3,802,204,348
1,777,504,302
3,676,405,323
3,573,309,415
0,578,503,241
3,891,100,459
3,368,301,654
0,579,508,246
0,236,104,507
2,552,503,492
2,633,500,829
3,624,303,439
3,634,408,273
0,272,506,714
0,896,108,879
0,1000,502,473
2,1014,106,271
0,909,500,486
1,403,107,726
3,290,307,1073
3,733,500,809
1,606,104,96
1,757,502,294
2,760,102,512
3,824,505,781
0,358,506,314
2,553,507,438
3,274,303,666
3,349,301,685
1,455,101,666
1,374,105,659
0,991,500,415
1,368,201,374
1,258,107,828
1,373,408,553
3,646,409,262
1,381,101,676
1,388,403,497
1,316,208,394
3,366,302,701
2,631,507,925
3,507,100,390
3,84,408,637
3,676,406,268
2,531,502,510
3,600,401,819
3,283,307,653
3,757,502,798
0,366,500,239
2,1005,101,276
0,213,104,547
1,274,109,822
1,428,109,664
0,894,103,839
1,870,403,697
3,614,306,472
3,546,300,456
1,459,107,741
3,756,400,759
3,323,300,670
3,282,305,995
1,607,409,57
1,394,409,552
3,196,409,228
1,594,105,124
3,173,407,205
1,933,409,744
0,370,501,300
3,814,508,813
3,560,406,829
3,699,407,810
3,293,300,662
1,234,103,848
2,574,501,846
1,396,108,653
2,766,105,446
0,209,509,693
0,279,507,640
1,771,504,303
2,551,501,480
1,636,103,130
0,1046,203,378
0,278,105,569
3,296,307,1015
1,754,501,256
1,371,402,497
0,907,505,439
1,871,400,700
3,126,406,152
3,763,503,796
1,580,404,130
0,183,102,485
0,65,100,619
3,792,207,405
0,268,508,639
2,1032,108,324
3,539,404,837
3,646,404,330
3,506,109,372
1,621,109,61
1,551,104,60
0,838,105,918
1,398,206,417
2,494,208,261
1,525,401,122
1,463,103,672
3,507,104,437
3,783,204,387
0,975,506,408
1,733,506,230
1,407,208,347
0,103,107,611
0,101,101,599
0,876,106,890
3,767,502,778
0,1002,501,498
1,351,401,481
3,668,408,273
3,615,303,426
0,434,504,241
0,518,504,173
2,622,509,905
1,398,402,557
0,372,505,293
1,562,100,86
0,389,505,300
3,514,103,431
1,658,101,326
3,803,200,416
3,919,109,419
1,328,406,499
3,578,101,390
1,326,209,385
1,397,209,346
3,751,403,815
0,602,507,228
0,52,103,617
0,433,509,308
0,374,501,264
1,221,100,806
1,909,400,708
3,302,301,720
2,1017,102,297
3,715,404,326
3,307,308,1012
0,279,108,472
2,1016,100,298
0,513,506,195
0,1064,208,384
0,442,501,249
3,537,407,895
3,369,308,652
3,636,409,311
3,42,403,649
3,776,504,841
2,538,203,327
1,545,409,100
2,712,101,488
1,237,107,768
3,286,304,1036
2,550,509,898
3,568,407,848
1,452,105,688
0,80,104,633
1,391,204,349
0,1029,201,354
0,268,104,554
3,720,201,351
1,918,405,748
3,631,404,809
2,724,101,453
3,64,403,726
3,765,403,733
2,514,204,262
0,1095,200,337
1,335,405,484
1,392,405,524
2,610,508,898
3,800,509,780
0,201,507,679
1,551,406,139
2,511,205,294
3,715,403,764
3,297,300,639
0,208,103,512
0,258,107,514
3,298,309,700
3,31,406,653
3,723,204,365
0,44,100,559
1,953,400,744
1,381,106,714
0,913,506,409
3,145,400,143
1,594,107,290
1,689,509,239
0,873,102,837
0,882,100,919
1,338,401,556
2,953,100,260
3,631,304,465
1,510,404,56
3,356,301,689
2,955,100,289
1,950,407,682
3,901,104,489
1,706,506,245
3,296,303,635
1,568,106,306
3,106,408,693
1,421,107,742
3,773,509,775
0,1039,205,333
3,711,408,782
1,400,409,570
3,766,406,735
0,1064,203,392
0,967,505,474
0,1046,203,361
3,529,102,410
3,202,401,217
0,1047,208,331
2,1030,104,253
3,672,402,296
1,547,103,123
3,735,202,409
2,539,501,435
3,831,506,792
0,191,106,521
3,253,304,1009
3,956,106,441
3,97,407,700
1,208,103,852
1,899,406,720
3,362,304,722
0,351,501,231
1,730,504,231
0,35,105,623
3,266,307,1028
0,967,507,415
1,730,508,229
1,537,408,106
2,614,504,835
1,388,404,500
0,226,505,713
3,801,501,837
1,578,407,116
3,552,406,814
1,563,102,278
1,583,109,252
2,540,206,307
3,273,304,735
3,517,101,377
1,716,502,285
1,359,202,386
0,515,500,172
2,712,105,426
1,882,408,672
1,383,407,543
1,865,405,709
2,580,502,482
3,803,200,355
1,628,105,265
0,358,507,307
2,569,208,268
2,591,507,521
2,556,501,472
3,593,402,877
3,829,500,774
1,735,504,225
2,987,109,240
3,785,508,792
3,107,405,637
3,766,509,845
1,637,109,236
2,955,109,255
3,888,103,435
2,987,108,260
0,998,502,492
1,365,403,504
3,324,305,713
3,563,106,402
1,627,106,295
0,558,501,228
3,316,306,691
1,388,105,643
0,432,505,284
1,372,101,727
3,569,407,835
1,270,106,853
3,944,109,450
1,398,205,394
0,47,100,623
0,382,506,281
0,943,501,408
3,503,104,427
3,779,502,759
3,708,400,260
3,780,206,376
1,354,205,359
2,498,202,287
1,551,107,142
3,905,108,419
1,381,402,539
3,769,204,404
1,720,501,280
1,564,102,242
2,805,104,502
2,608,503,475
1,578,106,132
3,352,309,740
3,49,401,701
1,625,107,283
3,733,200,388
0,225,500,652
1,651,109,295
1,858,402,752
3,917,104,417
0,72,109,555
1,782,508,295
0,549,507,251
1,616,106,246
3,820,502,820
0,568,506,179
2,488,208,281
3,127,400,213
0,87,109,593
3,767,504,766
0,828,106,832
0,102,106,613
0,1103,203,340
3,761,407,791
0,442,509,237
3,914,100,439
3,67,409,656
0,93,106,597
3,595,304,396
0,549,509,246
0,242,502,651
1,553,108,148
1,635,101,89
3,602,306,420
2,538,505,529
3,961,107,482
0,1063,205,343
3,283,301,607
0,986,500,468
3,555,102,369
0,551,507,190
3,300,309,1018
3,221,305,993
3,700,400,295
0,202,102,476
3,574,406,886
0,920,100,837
3,550,305,429
0,91,102,614
3,947,104,472
3,558,108,382
0,854,101,845
3,149,401,189
1,646,100,319
1,621,108,122
2,540,507,523
1,463,104,643
1,542,400,85
1,594,104,314
2,569,503,875
1,571,400,83
3,289,306,755
0,1022,206,298
3,599,400,835
3,890,100,460
3,319,302,634
2,796,106,441
1,868,402,683
1,414,105,734
3,756,204,375
1,383,103,710
1,266,108,856
1,587,401,45
1,611,107,268
3,503,109,443
1,390,208,337
1,387,108,658
3,930,107,405
3,762,204,385
1,545,400,91
3,762,503,765
1,583,103,253
1,576,401,124
2,587,506,841
3,735,204,409
2,1002,105,304
3,768,508,827
0,973,500,412
2,571,507,482
0,833,107,905
1,606,409,63
1,621,102,134
2,591,506,457
3,919,107,471
3,326,300,689
2,781,105,479
1,878,400,698
3,684,408,790
3,129,407,195
1,567,103,302
3,198,406,184
1,894,403,728
3,664,409,267
0,1023,202,393
3,296,300,754
2,1014,107,279
1,385,405,564
3,700,406,735
2,805,100,461
2,489,204,239
3,251,301,1043
2,594,508,907
3,193,406,174
1,398,401,554
0,94,102,625
2,572,500,918
1,462,104,694
0,273,101,566
3,810,209,367
1,591,407,84
3,337,300,670
0,237,100,557
3,823,502,755
3,78,405,665
1,903,407,665
2,1020,100,248
0,523,505,177
2,966,103,229
3,539,107,353
2,497,208,283
2,576,509,523
2,570,500,855
3,64,405,628
0,253,102,490
0,517,507,197
3,216,303,1006
3,644,402,245
3,755,403,726
2,767,101,511
1,523,401,44
0,402,506,249
2,548,501,433
1,588,407,127
2,553,502,852
0,183,104,498
1,780,505,300
3,196,401,209
3,616,304,431
1,333,202,344
3,902,107,406
2,991,101,313
0,963,504,429
3,42,402,712
0,997,506,425
0,915,508,431
2,631,507,900
1,639,107,125
3,49,407,721
2,569,509,461
1,520,407,116
1,268,100,862
3,957,101,402
3,344,306,653
2,576,509,528
1,748,500,228
3,272,309,1015
3,541,309,426
2,541,202,254
3,239,307,1063
3,309,301,1019
0,189,104,487
1,591,105,121
3,674,408,240
3,282,300,745
0,267,105,496
3,325,306,683
3,557,304,455
0,359,507,278
0,1086,203,342
0,392,506,245
3,695,405,748
3,557,400,883
2,555,509,442
3,263,302,1019
1,387,104,715
0,432,504,281
1,529,403,63
0,1031,208,307
2,575,502,870
3,319,302,640
1,568,108,134
3,312,301,1027
3,588,108,398
1,591,106,153
0,383,502,280
1,338,401,504
1,633,101,293
3,751,207,376
3,783,509,804
1,402,200,415
3,308,302,1017
0,835,108,856
1,692,507,296
2,956,101,321
3,215,300,1072
2,1038,107,268
0,993,508,480
2,959,106,239
0,357,503,242
3,911,106,488
1,540,402,133
0,362,503,269
3,762,505,785
0,15,107,615
2,602,505,917
0,1023,207,366
3,775,203,350
1,575,108,283
3,771,507,794
0,858,102,888
0,212,104,503
2,563,508,480
2,484,206,273
2,540,201,264
0,929,502,436
3,280,303,674
3,98,405,684
3,740,207,373
1,199,101,814
1,268,104,796
1,587,101,60
3,894,107,478
3,316,309,621
3,286,306,980
3,716,402,307
1,887,402,759
1,612,106,98
1,555,107,115
3,635,406,284
2,630,503,873
2,784,103,443
3,790,201,372
3,944,105,486
3,645,408,258
0,860,103,853
1,571,102,102
3,700,400,333
3,751,409,781
1,364,206,331
1,248,100,814
3,823,507,782
1,420,106,688
1,874,408,696
2,997,102,290
1,572,105,258
0,283,501,667
3,243,303,1017
3,539,401,846
2,537,502,473
1,397,208,331
1,934,408,745
1,711,505,232
3,589,408,865
0,931,502,486
1,458,104,643
1,363,209,384
1,230,104,771
1,268,103,822
0,428,508,234
2,555,509,433
0,1033,201,352
3,697,408,331
3,280,301,697
3,649,400,267
1,710,505,275
1,876,401,684
1,394,101,645
2,1008,104,269
3,253,302,993
3,551,404,856
1,607,105,275
2,722,100,490
1,639,102,244
0,183,102,543
1,635,107,133
2,599,509,524
3,794,508,754
2,805,104,426
3,573,408,880
3,545,108,400
3,201,401,220
0,201,502,703
3,601,400,832
1,375,104,676
0,908,106,830
3,320,308,687
3,217,307,985
0,50,109,609
0,411,507,299
3,727,408,757
1,887,403,705
2,593,505,900
3,323,306,691
1,590,108,315
0,260,509,632
1,563,104,302
0,540,509,216
2,573,502,856
2,637,507,896
0,414,508,271
3,919,104,438
1,554,406,136
2,552,509,525
3,738,508,787
3,736,506,794
0,914,504,483
1,560,108,260
3,692,402,752
3,700,402,748
2,573,500,505
0,1092,203,319
3,540,404,843
2,1035,106,286
1,585,104,87
3,142,401,156
2,629,500,896
2,797,108,452
1,942,406,755
1,270,106,768
3,776,208,389
0,248,506,697
1,387,108,742
0,868,105,891
3,315,304,670
2,549,509,496
1,369,101,678
0,602,507,187
0,191,105,505
1,396,101,670
0,1062,204,374
3,272,305,731
2,1005,102,280
1,573,405,52
3,301,300,689
3,280,304,1075
1,644,108,290
3,807,200,391
3,175,408,179
0,398,508,307
3,731,201,413
3,899,104,402
1,374,409,526
3,895,103,401
1,343,204,324
3,807,502,774
3,297,309,1056
0,545,507,235
1,551,408,57
0,414,504,281
1,886,403,673
3,318,308,654
1,405,205,359
3,356,305,682
3,746,408,783
3,629,409,815
1,232,101,835
3,604,407,809
3,916,104,466
2,1000,106,318
1,462,104,672
3,737,202,399
1,330,403,573
3,725,206,414
1,580,104,133
2,617,505,444
0,52,100,630
3,583,106,355
1,724,502,272
1,435,102,696
3,647,401,310
3,217,306,1075
3,160,402,136
2,718,102,463
1,401,206,385
2,538,506,438
3,789,500,774
1,570,105,250
1,599,102,153
0,1085,207,391
3,732,406,731
0,37,104,613
1,553,106,90
3,803,503,812
3,586,106,394
2,1004,106,244
3,355,307,707
1,531,404,65
3,521,108,403
3,790,209,413
3,967,108,409
2,1022,103,272
3,346,307,728
3,822,505,844
1,336,200,395
1,203,105,772
1,624,109,87
3,613,409,871
0,884,101,852
2,609,503,469
3,728,203,387
1,589,408,108
3,171,409,163
3,564,406,869
3,912,106,472
3,202,408,188
3,713,403,322
1,445,101,645
1,201,103,812
0,846,103,910
0,1077,201,311
1,383,403,529
3,125,409,217
3,367,308,635
1,264,107,796
1,346,407,516
2,581,503,458
1,406,402,494
3,752,204,362
1,388,104,697
0,1056,209,358
3,763,209,328
1,587,109,317
0,601,502,252
0,1075,200,319
0,215,508,645
1,644,102,100
2,532,201,313
3,738,502,782
0,564,508,203
0,917,508,476
3,748,403,772
0,1051,203,329
1,366,404,526
2,967,106,256
1,384,408,485
1,376,201,370
3,494,108,407
3,746,508,809
0,549,507,254
0,398,507,277
1,435,100,732
1,552,404,100
1,389,401,479
3,320,308,700
1,722,508,273
2,488,206,281
1,903,404,736
2,712,102,492
0,251,507,619
3,602,306,380
1,569,407,113
3,751,506,843
1,367,104,699
2,964,104,282
1,209,104,841
3,507,103,396
3,556,300,472
0,229,103,562
0,1070,202,385
2,602,500,446
3,542,403,861
2,548,209,305
2,487,203,273
1,561,104,59
1,686,509,269
1,419,107,669
3,584,304,389
0,437,503,321
3,916,106,420
1,349,207,343
1,426,102,704
2,528,509,465
0,846,109,905
3,696,405,296
0,890,109,882
3,708,400,800
1,701,509,227
1,868,403,758
1,642,107,292
3,674,400,776
3,363,300,608
2,591,509,875
3,588,306,434
3,370,309,680
3,574,407,894
3,774,208,353
3,756,408,748
1,623,104,83
3,590,401,871
3,610,402,860
0,557,504,245
0,240,107,542
3,366,304,673
0,232,101,496
1,235,103,833
2,551,504,521
3,785,503,760
3,674,405,721
0,355,505,318
3,622,405,251
2,614,505,513
0,209,109,503
3,150,403,156
2,491,208,315
2,598,508,888
3,294,308,724
3,277,301,1021
1,587,407,105
1,560,101,307
1,643,109,75
3,272,309,1048
1,438,104,740
1,554,409,78
1,750,505,255
3,907,104,448
0,96,108,578
3,893,105,447
3,790,206,404
1,256,104,788
0,416,505,326
1,272,108,824
2,713,108,513
1,377,207,416
2,563,507,466
0,550,501,233
3,140,400,193
2,537,505,439
0,81,106,617
1,392,403,539
1,352,205,380
1,866,405,734
3,780,200,383
0,1109,208,307
1,329,209,375
1,402,109,650
1,427,108,714
0,996,500,401
2,1011,101,229
3,978,105,415
2,586,505,436
2,735,108,466
2,484,204,264
1,435,108,728
3,182,400,189
3,590,301,444
3,223,301,1042
2,565,503,478
1,629,106,96
0,230,104,558
1,363,403,528
3,540,306,416
2,1048,109,242
3,740,407,719
2,1044,101,305
3,569,109,403
0,847,100,863
0,953,507,473
3,256,309,1077
0,535,507,219
3,524,103,385
3,578,109,387
1,399,402,543
0,407,504,317
3,291,308,696
2,583,501,849
1,863,406,691
3,781,200,348
1,319,204,353
3,790,208,401
1,374,102,670
2,1006,100,276
3,575,303,475
1,415,408,534
0,1032,201,328
3,606,303,394
3,945,102,464
2,582,503,434
0,578,509,239
3,727,400,804
1,400,207,400
3,937,101,405
3,808,205,420
1,273,107,797
3,743,401,737
0,1098,206,321
3,690,402,793
2,765,101,443
0,207,101,512
3,599,309,475
1,527,409,60
3,340,305,696
1,322,207,368
2,565,509,905
2,991,103,306
3,574,305,442
0,533,507,178
1,582,107,61
0,222,103,556
2,557,508,448
3,345,303,674
3,321,305,693
2,598,503,460
0,980,505,441
1,656,107,235
3,751,407,775
0,58,107,582
3,305,303,987
3,296,309,678
3,739,400,816
3,546,402,815
3,282,300,1074
2,1031,109,314
2,597,500,876
2,632,504,906
3,522,102,402
0,229,105,555
0,234,507,682
3,248,301,1031
1,221,104,819
3,792,508,793
3,94,401,658
1,647,105,260
3,750,201,399
3,757,204,389
1,600,108,145
1,408,406,541
3,47,403,683
0,570,502,175
3,727,407,779
0,398,504,288
1,570,404,86
3,821,501,824
1,653,101,262
0,253,502,650
0,947,504,489
0,572,503,181
0,542,503,177
1,906,407,764
3,741,402,780
0,24,100,583
2,548,507,872
1,629,107,258
0,53,104,595
3,62,409,714
2,549,203,328
3,243,305,1021
2,605,502,914
3,304,305,1034
2,502,208,257
3,286,305,688
3,575,109,445
3,579,109,445
3,566,108,433
1,268,105,845
3,188,409,183
3,559,302,414
3,798,504,831
3,336,309,687
1,557,402,57
3,338,304,743
3,248,305,1016
3,972,107,449
1,366,400,515
1,551,105,151
2,489,206,270
3,349,309,723
3,315,302,626
0,1112,209,318
1,577,106,70
0,246,509,658
3,344,309,652
0,435,508,292
1,596,107,141
1,625,104,261
0,279,504,626
1,554,408,83
3,570,303,384
2,522,203,311
0,870,109,922
3,539,305,401
3,712,404,796
3,366,302,691
